step,episode,reward,avg_reward_100,epsilon,elapsed_s
504155,573,-21.00,-20.76,0.1000,1372.9
504944,574,-21.00,-20.76,0.1000,1375.4
505795,575,-21.00,-20.76,0.1000,1378.1
506674,576,-21.00,-20.76,0.1000,1380.8
507432,577,-21.00,-20.76,0.1000,1383.1
508250,578,-21.00,-20.77,0.1000,1385.7
509008,579,-21.00,-20.78,0.1000,1387.9
509766,580,-21.00,-20.78,0.1000,1390.2
510553,581,-21.00,-20.79,0.1000,1392.6
511377,582,-21.00,-20.79,0.1000,1395.1
512222,583,-21.00,-20.79,0.1000,1397.6
513115,584,-20.00,-20.79,0.1000,1400.2
513936,585,-21.00,-20.80,0.1000,1402.6
514760,586,-21.00,-20.80,0.1000,1405.1
515647,587,-21.00,-20.80,0.1000,1407.7
516438,588,-21.00,-20.81,0.1000,1410.1
517198,589,-21.00,-20.81,0.1000,1412.3
517955,590,-21.00,-20.82,0.1000,1414.5
518712,591,-21.00,-20.83,0.1000,1416.9
519501,592,-21.00,-20.83,0.1000,1419.2
520380,593,-20.00,-20.82,0.1000,1421.8
521282,594,-20.00,-20.81,0.1000,1424.6
522105,595,-21.00,-20.81,0.1000,1427.1
522890,596,-21.00,-20.81,0.1000,1429.5
523681,597,-21.00,-20.81,0.1000,1432.2
524580,598,-20.00,-20.80,0.1000,1435.2
525370,599,-21.00,-20.80,0.1000,1437.6
526190,600,-21.00,-20.80,0.1000,1440.1
527037,601,-21.00,-20.80,0.1000,1442.7
527793,602,-21.00,-20.80,0.1000,1445.0
528613,603,-21.00,-20.80,0.1000,1447.5
529504,604,-20.00,-20.79,0.1000,1450.2
530385,605,-21.00,-20.80,0.1000,1452.8
531200,606,-21.00,-20.80,0.1000,1455.2
531991,607,-21.00,-20.81,0.1000,1457.6
532816,608,-21.00,-20.81,0.1000,1460.1
533647,609,-20.00,-20.80,0.1000,1462.5
534470,610,-21.00,-20.80,0.1000,1465.0
535254,611,-21.00,-20.80,0.1000,1467.4
536010,612,-21.00,-20.80,0.1000,1469.7
536796,613,-21.00,-20.81,0.1000,1472.0
537557,614,-21.00,-20.81,0.1000,1474.3
538347,615,-21.00,-20.81,0.1000,1476.6
539240,616,-20.00,-20.80,0.1000,1479.3
540257,617,-20.00,-20.79,0.1000,1482.4
541078,618,-21.00,-20.79,0.1000,1484.8
541958,619,-21.00,-20.79,0.1000,1487.4
542742,620,-21.00,-20.79,0.1000,1489.7
543533,621,-21.00,-20.80,0.1000,1492.2
544442,622,-21.00,-20.81,0.1000,1495.1
545276,623,-20.00,-20.81,0.1000,1497.7
546064,624,-21.00,-20.81,0.1000,1500.1
546824,625,-21.00,-20.81,0.1000,1502.4
547646,626,-21.00,-20.81,0.1000,1504.8
548403,627,-21.00,-20.81,0.1000,1507.1
549161,628,-21.00,-20.81,0.1000,1509.4
549921,629,-21.00,-20.81,0.1000,1511.7
550757,630,-20.00,-20.80,0.1000,1514.2
551573,631,-21.00,-20.80,0.1000,1516.7
552335,632,-21.00,-20.80,0.1000,1518.9
553096,633,-21.00,-20.80,0.1000,1521.2
553943,634,-21.00,-20.80,0.1000,1523.8
554777,635,-20.00,-20.79,0.1000,1526.3
555589,636,-21.00,-20.79,0.1000,1528.7
556345,637,-21.00,-20.79,0.1000,1531.0
557102,638,-21.00,-20.79,0.1000,1533.3
557924,639,-21.00,-20.79,0.1000,1535.9
558817,640,-20.00,-20.80,0.1000,1538.6
559592,641,-21.00,-20.81,0.1000,1541.0
560438,642,-21.00,-20.81,0.1000,1543.5
561257,643,-21.00,-20.81,0.1000,1546.0
562019,644,-21.00,-20.81,0.1000,1548.4
562853,645,-20.00,-20.80,0.1000,1550.9
563735,646,-21.00,-20.81,0.1000,1553.5
564537,647,-21.00,-20.81,0.1000,1556.1
565294,648,-21.00,-20.81,0.1000,1558.4
566051,649,-21.00,-20.81,0.1000,1560.7
566808,650,-21.00,-20.81,0.1000,1562.9
567564,651,-21.00,-20.81,0.1000,1565.3
568348,652,-21.00,-20.81,0.1000,1567.7
569139,653,-21.00,-20.81,0.1000,1570.0
569902,654,-21.00,-20.81,0.1000,1572.3
570770,655,-21.00,-20.82,0.1000,1574.9
571594,656,-21.00,-20.82,0.1000,1577.3
572371,657,-21.00,-20.82,0.1000,1579.6
573188,658,-21.00,-20.82,0.1000,1582.1
573945,659,-21.00,-20.82,0.1000,1584.4
574705,660,-21.00,-20.83,0.1000,1586.7
575523,661,-21.00,-20.83,0.1000,1589.3
576420,662,-20.00,-20.82,0.1000,1592.0
577181,663,-21.00,-20.82,0.1000,1594.2
577938,664,-21.00,-20.83,0.1000,1596.5
578697,665,-21.00,-20.84,0.1000,1598.7
579484,666,-21.00,-20.84,0.1000,1601.2
580242,667,-21.00,-20.84,0.1000,1603.5
581182,668,-21.00,-20.84,0.1000,1606.3
581939,669,-21.00,-20.84,0.1000,1608.5
582728,670,-21.00,-20.84,0.1000,1610.8
583490,671,-21.00,-20.86,0.1000,1613.2
584246,672,-21.00,-20.86,0.1000,1615.6
585081,673,-20.00,-20.85,0.1000,1618.2
585902,674,-21.00,-20.85,0.1000,1620.7
586692,675,-21.00,-20.85,0.1000,1623.0
587601,676,-21.00,-20.85,0.1000,1625.7
588449,677,-21.00,-20.85,0.1000,1628.3
589415,678,-21.00,-20.85,0.1000,1631.1
590325,679,-21.00,-20.85,0.1000,1633.8
591145,680,-21.00,-20.85,0.1000,1636.3
592026,681,-21.00,-20.85,0.1000,1638.9
592904,682,-21.00,-20.85,0.1000,1641.6
593723,683,-21.00,-20.85,0.1000,1644.1
594604,684,-21.00,-20.86,0.1000,1646.7
595390,685,-21.00,-20.86,0.1000,1649.0
596149,686,-21.00,-20.86,0.1000,1651.3
596908,687,-21.00,-20.86,0.1000,1653.6
597821,688,-21.00,-20.86,0.1000,1656.3
598671,689,-21.00,-20.86,0.1000,1658.8
599433,690,-21.00,-20.86,0.1000,1661.0
600195,691,-21.00,-20.86,0.1000,1663.4
601079,692,-20.00,-20.85,0.1000,1665.9
601962,693,-20.00,-20.85,0.1000,1668.5
602931,694,-21.00,-20.86,0.1000,1671.3
603717,695,-21.00,-20.86,0.1000,1673.6
604505,696,-21.00,-20.86,0.1000,1676.5
605468,697,-21.00,-20.86,0.1000,1679.5
606286,698,-21.00,-20.87,0.1000,1682.0
607076,699,-21.00,-20.87,0.1000,1684.4
607835,700,-21.00,-20.87,0.1000,1686.7
608624,701,-21.00,-20.87,0.1000,1689.1
609444,702,-21.00,-20.87,0.1000,1691.5
610219,703,-21.00,-20.87,0.1000,1693.8
611124,704,-21.00,-20.88,0.1000,1696.5
611886,705,-21.00,-20.88,0.1000,1698.8
612668,706,-21.00,-20.88,0.1000,1701.1
613505,707,-20.00,-20.87,0.1000,1703.6
614385,708,-21.00,-20.87,0.1000,1706.3
615290,709,-21.00,-20.88,0.1000,1709.0
616051,710,-21.00,-20.88,0.1000,1711.2
616828,711,-21.00,-20.88,0.1000,1713.6
617704,712,-21.00,-20.88,0.1000,1716.2
618522,713,-21.00,-20.88,0.1000,1718.6
619342,714,-21.00,-20.88,0.1000,1721.1
620225,715,-21.00,-20.88,0.1000,1723.7
621056,716,-20.00,-20.88,0.1000,1726.3
621816,717,-21.00,-20.89,0.1000,1728.5
622801,718,-20.00,-20.88,0.1000,1731.4
623679,719,-21.00,-20.88,0.1000,1734.0
624498,720,-21.00,-20.88,0.1000,1736.7
625258,721,-21.00,-20.88,0.1000,1739.1
626045,722,-21.00,-20.88,0.1000,1741.6
626836,723,-21.00,-20.89,0.1000,1744.0
627656,724,-21.00,-20.89,0.1000,1746.4
628478,725,-21.00,-20.89,0.1000,1748.9
629236,726,-21.00,-20.89,0.1000,1751.2
630074,727,-20.00,-20.88,0.1000,1753.7
630895,728,-21.00,-20.88,0.1000,1756.1
631651,729,-21.00,-20.88,0.1000,1758.3
632533,730,-21.00,-20.89,0.1000,1761.0
633475,731,-21.00,-20.89,0.1000,1763.9
634358,732,-20.00,-20.88,0.1000,1766.5
635182,733,-21.00,-20.88,0.1000,1768.9
636003,734,-21.00,-20.88,0.1000,1771.4
636843,735,-20.00,-20.88,0.1000,1773.9
637692,736,-21.00,-20.88,0.1000,1776.4
638539,737,-21.00,-20.88,0.1000,1778.9
639360,738,-21.00,-20.88,0.1000,1781.4
640267,739,-21.00,-20.88,0.1000,1784.0
641057,740,-21.00,-20.89,0.1000,1786.3
641880,741,-21.00,-20.89,0.1000,1788.8
642747,742,-21.00,-20.89,0.1000,1791.4
643565,743,-21.00,-20.89,0.1000,1793.7
644394,744,-20.00,-20.88,0.1000,1796.8
645150,745,-21.00,-20.89,0.1000,1799.2
645967,746,-21.00,-20.89,0.1000,1801.7
646744,747,-21.00,-20.89,0.1000,1804.1
647575,748,-20.00,-20.88,0.1000,1806.7
648362,749,-21.00,-20.88,0.1000,1809.0
649148,750,-21.00,-20.88,0.1000,1811.4
649906,751,-21.00,-20.88,0.1000,1813.7
650665,752,-21.00,-20.88,0.1000,1816.0
651455,753,-21.00,-20.88,0.1000,1818.3
652211,754,-21.00,-20.88,0.1000,1820.6
653001,755,-21.00,-20.88,0.1000,1822.9
653850,756,-21.00,-20.88,0.1000,1825.5
654673,757,-21.00,-20.88,0.1000,1828.0
655508,758,-20.00,-20.87,0.1000,1830.5
656327,759,-21.00,-20.87,0.1000,1832.9
657085,760,-21.00,-20.87,0.1000,1835.4
657903,761,-21.00,-20.87,0.1000,1838.0
658694,762,-21.00,-20.88,0.1000,1840.4
659514,763,-21.00,-20.88,0.1000,1843.0
660305,764,-21.00,-20.88,0.1000,1845.4
661090,765,-21.00,-20.88,0.1000,1847.8
661849,766,-21.00,-20.88,0.1000,1850.2
662699,767,-21.00,-20.88,0.1000,1852.7
663534,768,-20.00,-20.87,0.1000,1855.3
664484,769,-20.00,-20.86,0.1000,1858.3
665244,770,-21.00,-20.86,0.1000,1860.6
666069,771,-21.00,-20.86,0.1000,1863.1
666828,772,-21.00,-20.86,0.1000,1865.4
667666,773,-20.00,-20.86,0.1000,1868.0
668427,774,-21.00,-20.86,0.1000,1870.2
669331,775,-21.00,-20.86,0.1000,1872.9
670210,776,-21.00,-20.86,0.1000,1875.5
670969,777,-21.00,-20.86,0.1000,1877.7
671792,778,-21.00,-20.86,0.1000,1880.1
672626,779,-20.00,-20.85,0.1000,1882.7
673503,780,-21.00,-20.85,0.1000,1885.3
674411,781,-21.00,-20.85,0.1000,1888.0
675170,782,-21.00,-20.85,0.1000,1890.3
675957,783,-21.00,-20.85,0.1000,1892.6
676834,784,-21.00,-20.85,0.1000,1895.2
677655,785,-21.00,-20.85,0.1000,1897.7
678413,786,-21.00,-20.85,0.1000,1899.9
679291,787,-21.00,-20.85,0.1000,1902.6
680128,788,-20.00,-20.84,0.1000,1905.1
680952,789,-21.00,-20.84,0.1000,1907.5
681768,790,-21.00,-20.84,0.1000,1910.0
682552,791,-21.00,-20.84,0.1000,1912.4
683314,792,-21.00,-20.85,0.1000,1914.9
684077,793,-21.00,-20.86,0.1000,1917.3
684956,794,-21.00,-20.86,0.1000,1920.0
685713,795,-21.00,-20.86,0.1000,1922.3
686592,796,-21.00,-20.86,0.1000,1924.9
687380,797,-21.00,-20.86,0.1000,1927.3
688204,798,-21.00,-20.86,0.1000,1929.7
689094,799,-20.00,-20.85,0.1000,1932.4
689871,800,-21.00,-20.85,0.1000,1934.7
690688,801,-21.00,-20.85,0.1000,1937.2
691492,802,-21.00,-20.85,0.1000,1939.6
692327,803,-20.00,-20.84,0.1000,1942.1
693271,804,-20.00,-20.83,0.1000,1944.9
694153,805,-21.00,-20.83,0.1000,1947.6
694941,806,-21.00,-20.83,0.1000,1950.0
695697,807,-21.00,-20.84,0.1000,1952.2
696513,808,-21.00,-20.84,0.1000,1954.6
697393,809,-21.00,-20.84,0.1000,1957.2
698156,810,-21.00,-20.84,0.1000,1959.5
699065,811,-21.00,-20.84,0.1000,1962.3
699905,812,-21.00,-20.84,0.1000,1964.8
700784,813,-21.00,-20.84,0.1000,1967.4
701764,814,-20.00,-20.83,0.1000,1970.3
702631,815,-20.00,-20.82,0.1000,1972.9
703390,816,-21.00,-20.83,0.1000,1975.8
704240,817,-21.00,-20.83,0.1000,1978.4
705150,818,-21.00,-20.84,0.1000,1981.2
705987,819,-20.00,-20.83,0.1000,1983.7
706805,820,-21.00,-20.83,0.1000,1986.1
707628,821,-21.00,-20.83,0.1000,1988.7
708463,822,-20.00,-20.82,0.1000,1991.2
709297,823,-20.00,-20.81,0.1000,1993.7
710132,824,-20.00,-20.80,0.1000,1996.1
710920,825,-21.00,-20.80,0.1000,1998.4
711681,826,-21.00,-20.80,0.1000,2000.7
712502,827,-21.00,-20.81,0.1000,2003.1
713401,828,-20.00,-20.80,0.1000,2005.8
714283,829,-21.00,-20.80,0.1000,2008.5
715040,830,-21.00,-20.80,0.1000,2010.9
715798,831,-21.00,-20.80,0.1000,2013.3
716679,832,-20.00,-20.80,0.1000,2016.0
717501,833,-21.00,-20.80,0.1000,2018.5
718262,834,-21.00,-20.80,0.1000,2021.0
719099,835,-20.00,-20.80,0.1000,2023.6
719996,836,-20.00,-20.79,0.1000,2026.4
720808,837,-21.00,-20.79,0.1000,2028.9
721570,838,-21.00,-20.79,0.1000,2032.0
722388,839,-21.00,-20.79,0.1000,2034.8
723148,840,-21.00,-20.79,0.1000,2037.2
723934,841,-21.00,-20.79,0.1000,2039.8
724711,842,-21.00,-20.79,0.1000,2042.2
725500,843,-21.00,-20.79,0.1000,2044.6
726347,844,-21.00,-20.80,0.1000,2047.3
727103,845,-21.00,-20.80,0.1000,2049.6
728042,846,-21.00,-20.80,0.1000,2052.4
728940,847,-20.00,-20.79,0.1000,2055.2
729841,848,-20.00,-20.79,0.1000,2057.9
730686,849,-21.00,-20.79,0.1000,2060.5
731444,850,-21.00,-20.79,0.1000,2062.8
732218,851,-21.00,-20.79,0.1000,2065.3
733094,852,-21.00,-20.79,0.1000,2067.9
733869,853,-21.00,-20.79,0.1000,2070.3
734647,854,-21.00,-20.79,0.1000,2072.6
735632,855,-21.00,-20.79,0.1000,2075.6
736416,856,-21.00,-20.79,0.1000,2078.0
737282,857,-21.00,-20.79,0.1000,2080.8
738044,858,-21.00,-20.80,0.1000,2083.1
738895,859,-21.00,-20.80,0.1000,2085.7
739657,860,-21.00,-20.80,0.1000,2088.1
740476,861,-21.00,-20.80,0.1000,2090.7
741359,862,-21.00,-20.80,0.1000,2093.3
742119,863,-21.00,-20.80,0.1000,2096.0
742894,864,-21.00,-20.80,0.1000,2098.4
743652,865,-21.00,-20.80,0.1000,2100.8
744550,866,-20.00,-20.79,0.1000,2103.7
745334,867,-21.00,-20.79,0.1000,2106.1
746094,868,-21.00,-20.80,0.1000,2108.5
746915,869,-21.00,-20.81,0.1000,2111.0
747678,870,-21.00,-20.81,0.1000,2113.3
748467,871,-21.00,-20.81,0.1000,2115.8
749289,872,-21.00,-20.81,0.1000,2118.3
750317,873,-20.00,-20.81,0.1000,2121.4
751133,874,-21.00,-20.81,0.1000,2123.9
751966,875,-20.00,-20.80,0.1000,2126.4
752788,876,-21.00,-20.80,0.1000,2128.9
753669,877,-21.00,-20.80,0.1000,2131.6
754509,878,-20.00,-20.79,0.1000,2134.1
755293,879,-21.00,-20.80,0.1000,2136.7
756078,880,-21.00,-20.80,0.1000,2139.1
756839,881,-21.00,-20.80,0.1000,2141.4
757627,882,-21.00,-20.80,0.1000,2143.8
758385,883,-21.00,-20.80,0.1000,2146.1
759170,884,-21.00,-20.80,0.1000,2148.6
759927,885,-21.00,-20.80,0.1000,2151.2
760762,886,-21.00,-20.80,0.1000,2153.8
761577,887,-21.00,-20.80,0.1000,2156.8
762333,888,-21.00,-20.81,0.1000,2159.1
763117,889,-21.00,-20.81,0.1000,2161.5
764048,890,-20.00,-20.80,0.1000,2164.3
764870,891,-21.00,-20.80,0.1000,2166.9
765734,892,-20.00,-20.79,0.1000,2169.5
766865,893,-18.00,-20.76,0.1000,2172.9
767673,894,-21.00,-20.76,0.1000,2175.3
768431,895,-21.00,-20.76,0.1000,2177.6
769190,896,-21.00,-20.76,0.1000,2179.9
769950,897,-21.00,-20.76,0.1000,2182.2
770773,898,-21.00,-20.76,0.1000,2184.7
771549,899,-21.00,-20.77,0.1000,2187.0
772443,900,-20.00,-20.76,0.1000,2189.8
773234,901,-21.00,-20.76,0.1000,2192.3
774053,902,-21.00,-20.76,0.1000,2194.8
774834,903,-21.00,-20.77,0.1000,2197.1
775684,904,-21.00,-20.78,0.1000,2199.7
776503,905,-21.00,-20.78,0.1000,2202.2
777384,906,-21.00,-20.78,0.1000,2204.9
778146,907,-21.00,-20.78,0.1000,2207.1
779029,908,-21.00,-20.78,0.1000,2209.7
779846,909,-21.00,-20.78,0.1000,2212.1
780662,910,-21.00,-20.78,0.1000,2215.0
781494,911,-20.00,-20.77,0.1000,2217.7
782317,912,-21.00,-20.77,0.1000,2220.2
783135,913,-21.00,-20.77,0.1000,2222.7
783960,914,-21.00,-20.78,0.1000,2225.2
784723,915,-21.00,-20.79,0.1000,2227.5
785545,916,-21.00,-20.79,0.1000,2230.1
786301,917,-21.00,-20.79,0.1000,2232.3
787059,918,-21.00,-20.79,0.1000,2234.6
787908,919,-21.00,-20.80,0.1000,2237.2
788721,920,-21.00,-20.80,0.1000,2239.6
789506,921,-21.00,-20.80,0.1000,2242.0
790325,922,-21.00,-20.81,0.1000,2244.6
791156,923,-20.00,-20.81,0.1000,2247.1
791977,924,-21.00,-20.82,0.1000,2249.5
792811,925,-20.00,-20.81,0.1000,2252.1
793569,926,-21.00,-20.81,0.1000,2254.3
794386,927,-21.00,-20.81,0.1000,2256.8
795364,928,-20.00,-20.81,0.1000,2259.8
796197,929,-20.00,-20.80,0.1000,2262.3
797018,930,-21.00,-20.80,0.1000,2264.8
797807,931,-21.00,-20.80,0.1000,2267.2
798566,932,-21.00,-20.81,0.1000,2269.5
799447,933,-21.00,-20.81,0.1000,2272.1
800235,934,-21.00,-20.81,0.1000,2274.4
801057,935,-21.00,-20.82,0.1000,2277.2
801879,936,-21.00,-20.83,0.1000,2279.7
802669,937,-21.00,-20.83,0.1000,2282.1
803487,938,-21.00,-20.83,0.1000,2284.6
804323,939,-20.00,-20.82,0.1000,2287.1
805081,940,-21.00,-20.82,0.1000,2289.4
806009,941,-21.00,-20.82,0.1000,2292.3
806855,942,-21.00,-20.82,0.1000,2294.8
807703,943,-21.00,-20.82,0.1000,2297.3
808520,944,-21.00,-20.82,0.1000,2299.7
809276,945,-21.00,-20.82,0.1000,2302.0
810036,946,-21.00,-20.82,0.1000,2304.4
810868,947,-20.00,-20.82,0.1000,2306.9
811628,948,-21.00,-20.83,0.1000,2309.2
812469,949,-20.00,-20.82,0.1000,2311.7
813232,950,-21.00,-20.82,0.1000,2314.0
814233,951,-20.00,-20.81,0.1000,2317.1
815022,952,-21.00,-20.81,0.1000,2319.5
815958,953,-21.00,-20.81,0.1000,2322.3
816802,954,-21.00,-20.81,0.1000,2324.9
817699,955,-20.00,-20.80,0.1000,2327.7
818487,956,-21.00,-20.80,0.1000,2330.1
819271,957,-21.00,-20.80,0.1000,2332.5
820148,958,-21.00,-20.80,0.1000,2335.3
820905,959,-21.00,-20.80,0.1000,2337.7
821727,960,-21.00,-20.80,0.1000,2340.2
822620,961,-20.00,-20.79,0.1000,2342.9
823376,962,-21.00,-20.79,0.1000,2345.2
824198,963,-21.00,-20.79,0.1000,2347.7
824955,964,-21.00,-20.79,0.1000,2349.9
825864,965,-21.00,-20.79,0.1000,2352.7
826715,966,-21.00,-20.80,0.1000,2355.2
827655,967,-21.00,-20.80,0.1000,2358.0
828441,968,-21.00,-20.80,0.1000,2360.3
829273,969,-20.00,-20.79,0.1000,2362.8
830030,970,-21.00,-20.79,0.1000,2365.1
830853,971,-21.00,-20.79,0.1000,2367.6
831612,972,-21.00,-20.79,0.1000,2369.9
832616,973,-19.00,-20.78,0.1000,2372.9
833432,974,-21.00,-20.78,0.1000,2375.3
834314,975,-21.00,-20.79,0.1000,2378.0
835250,976,-21.00,-20.79,0.1000,2380.8
836192,977,-21.00,-20.79,0.1000,2383.6
837036,978,-21.00,-20.80,0.1000,2386.1
837822,979,-21.00,-20.80,0.1000,2388.4
838702,980,-21.00,-20.80,0.1000,2391.3
839548,981,-21.00,-20.80,0.1000,2393.8
840533,982,-20.00,-20.79,0.1000,2397.4
841477,983,-21.00,-20.79,0.1000,2400.3
842298,984,-21.00,-20.79,0.1000,2402.8
843061,985,-21.00,-20.79,0.1000,2405.1
843898,986,-20.00,-20.78,0.1000,2407.7
844854,987,-21.00,-20.78,0.1000,2410.6
845613,988,-21.00,-20.78,0.1000,2412.9
846390,989,-21.00,-20.78,0.1000,2415.2
847272,990,-20.00,-20.78,0.1000,2417.8
848062,991,-21.00,-20.78,0.1000,2420.2
848878,992,-21.00,-20.79,0.1000,2422.7
849833,993,-20.00,-20.81,0.1000,2425.7
850595,994,-21.00,-20.81,0.1000,2428.0
851355,995,-21.00,-20.81,0.1000,2430.3
852190,996,-20.00,-20.80,0.1000,2432.8
852977,997,-21.00,-20.80,0.1000,2435.2
853739,998,-21.00,-20.80,0.1000,2437.6
854560,999,-21.00,-20.80,0.1000,2440.2
855323,1000,-21.00,-20.81,0.1000,2442.5
856109,1001,-21.00,-20.81,0.1000,2445.0
856923,1002,-21.00,-20.81,0.1000,2447.5
857707,1003,-21.00,-20.81,0.1000,2450.0
858485,1004,-21.00,-20.81,0.1000,2452.4
859246,1005,-21.00,-20.81,0.1000,2454.9
860067,1006,-21.00,-20.81,0.1000,2457.5
860826,1007,-21.00,-20.81,0.1000,2459.8
861602,1008,-21.00,-20.81,0.1000,2462.2
862546,1009,-21.00,-20.81,0.1000,2465.1
863423,1010,-21.00,-20.81,0.1000,2467.8
864183,1011,-21.00,-20.82,0.1000,2470.2
864946,1012,-21.00,-20.82,0.1000,2472.4
865768,1013,-21.00,-20.82,0.1000,2474.8
866644,1014,-21.00,-20.82,0.1000,2477.5
867447,1015,-21.00,-20.82,0.1000,2479.9
868266,1016,-21.00,-20.82,0.1000,2482.4
869115,1017,-21.00,-20.82,0.1000,2485.0
869873,1018,-21.00,-20.82,0.1000,2487.2
870632,1019,-21.00,-20.82,0.1000,2489.5
871451,1020,-21.00,-20.82,0.1000,2491.9
872271,1021,-21.00,-20.82,0.1000,2494.5
873047,1022,-21.00,-20.82,0.1000,2496.8
873807,1023,-21.00,-20.83,0.1000,2499.1
874703,1024,-20.00,-20.82,0.1000,2501.9
875597,1025,-20.00,-20.82,0.1000,2504.5
876358,1026,-21.00,-20.82,0.1000,2506.8
877264,1027,-21.00,-20.82,0.1000,2509.7
878184,1028,-20.00,-20.82,0.1000,2512.5
879003,1029,-21.00,-20.83,0.1000,2515.2
879826,1030,-21.00,-20.83,0.1000,2517.7
880589,1031,-21.00,-20.83,0.1000,2520.1
881471,1032,-21.00,-20.83,0.1000,2522.8
882445,1033,-21.00,-20.83,0.1000,2525.7
883202,1034,-21.00,-20.83,0.1000,2528.1
883960,1035,-21.00,-20.83,0.1000,2530.4
884780,1036,-21.00,-20.83,0.1000,2532.8
885556,1037,-21.00,-20.83,0.1000,2535.1
886395,1038,-20.00,-20.82,0.1000,2537.6
887218,1039,-21.00,-20.83,0.1000,2540.0
888035,1040,-21.00,-20.83,0.1000,2542.6
888821,1041,-21.00,-20.83,0.1000,2545.1
889630,1042,-21.00,-20.83,0.1000,2547.6
890446,1043,-21.00,-20.83,0.1000,2550.0
891297,1044,-21.00,-20.83,0.1000,2553.0
892133,1045,-20.00,-20.82,0.1000,2555.7
892892,1046,-21.00,-20.82,0.1000,2558.0
893791,1047,-20.00,-20.82,0.1000,2560.7
894580,1048,-21.00,-20.82,0.1000,2563.2
895384,1049,-21.00,-20.83,0.1000,2565.6
896207,1050,-21.00,-20.83,0.1000,2568.1
896970,1051,-21.00,-20.84,0.1000,2570.5
897776,1052,-21.00,-20.84,0.1000,2573.0
898600,1053,-21.00,-20.84,0.1000,2575.6
899509,1054,-21.00,-20.84,0.1000,2578.6
900347,1055,-21.00,-20.85,0.1000,2581.2
901109,1056,-21.00,-20.85,0.1000,2583.5
901962,1057,-21.00,-20.85,0.1000,2586.1
902718,1058,-21.00,-20.85,0.1000,2588.4
903478,1059,-21.00,-20.85,0.1000,2590.7
904238,1060,-21.00,-20.85,0.1000,2592.9
905058,1061,-21.00,-20.86,0.1000,2595.5
905874,1062,-21.00,-20.86,0.1000,2597.9
906631,1063,-21.00,-20.86,0.1000,2600.2
907419,1064,-21.00,-20.86,0.1000,2602.6
908179,1065,-21.00,-20.86,0.1000,2604.9
908997,1066,-21.00,-20.86,0.1000,2607.3
909760,1067,-21.00,-20.86,0.1000,2609.5
910518,1068,-21.00,-20.86,0.1000,2611.8
911275,1069,-21.00,-20.87,0.1000,2614.1
912034,1070,-21.00,-20.87,0.1000,2616.4
912791,1071,-21.00,-20.87,0.1000,2618.7
913550,1072,-21.00,-20.87,0.1000,2621.0
914311,1073,-21.00,-20.89,0.1000,2623.3
915100,1074,-21.00,-20.89,0.1000,2625.7
915994,1075,-20.00,-20.88,0.1000,2628.4
916781,1076,-21.00,-20.88,0.1000,2630.8
917541,1077,-21.00,-20.88,0.1000,2633.0
918357,1078,-21.00,-20.88,0.1000,2635.6
919115,1079,-21.00,-20.88,0.1000,2637.9
919934,1080,-21.00,-20.88,0.1000,2640.4
920754,1081,-21.00,-20.88,0.1000,2643.0
921543,1082,-21.00,-20.89,0.1000,2645.3
922301,1083,-21.00,-20.89,0.1000,2647.6
923166,1084,-20.00,-20.88,0.1000,2650.2
923923,1085,-21.00,-20.88,0.1000,2652.4
924714,1086,-21.00,-20.89,0.1000,2654.8
925604,1087,-20.00,-20.88,0.1000,2657.4
926363,1088,-21.00,-20.88,0.1000,2659.7
927196,1089,-20.00,-20.87,0.1000,2662.2
928015,1090,-21.00,-20.88,0.1000,2664.6
928775,1091,-21.00,-20.88,0.1000,2667.1
929588,1092,-21.00,-20.88,0.1000,2669.6
930376,1093,-21.00,-20.89,0.1000,2672.0
931198,1094,-21.00,-20.89,0.1000,2674.5
932200,1095,-21.00,-20.89,0.1000,2677.5
933022,1096,-21.00,-20.90,0.1000,2680.0
933841,1097,-21.00,-20.90,0.1000,2682.5
934602,1098,-21.00,-20.90,0.1000,2684.7
935361,1099,-21.00,-20.90,0.1000,2687.0
936192,1100,-20.00,-20.89,0.1000,2689.5
937070,1101,-21.00,-20.89,0.1000,2692.2
937949,1102,-21.00,-20.89,0.1000,2695.2
938794,1103,-21.00,-20.89,0.1000,2697.9
939554,1104,-21.00,-20.89,0.1000,2700.3
940343,1105,-21.00,-20.89,0.1000,2702.7
941162,1106,-21.00,-20.89,0.1000,2705.2
941985,1107,-21.00,-20.89,0.1000,2707.6
942842,1108,-20.00,-20.88,0.1000,2710.2
943663,1109,-21.00,-20.88,0.1000,2712.6
944453,1110,-21.00,-20.88,0.1000,2715.0
945373,1111,-20.00,-20.87,0.1000,2717.9
946133,1112,-21.00,-20.87,0.1000,2720.2
946971,1113,-20.00,-20.86,0.1000,2722.7
947808,1114,-20.00,-20.85,0.1000,2725.2
948571,1115,-21.00,-20.85,0.1000,2727.4
949388,1116,-21.00,-20.85,0.1000,2729.9
950150,1117,-21.00,-20.85,0.1000,2732.2
950908,1118,-21.00,-20.85,0.1000,2734.6
951820,1119,-21.00,-20.85,0.1000,2737.5
952699,1120,-21.00,-20.85,0.1000,2740.1
953515,1121,-21.00,-20.85,0.1000,2742.6
954299,1122,-21.00,-20.85,0.1000,2745.0
955116,1123,-21.00,-20.85,0.1000,2747.6
955964,1124,-21.00,-20.86,0.1000,2750.2
956841,1125,-21.00,-20.87,0.1000,2752.8
