step,episode,reward,avg_reward_100,epsilon,elapsed_s
491864,560,-21.00,-20.65,0.1146,2723.2
492681,561,-21.00,-20.65,0.1132,2728.4
493443,562,-21.00,-20.66,0.1118,2733.0
494221,563,-21.00,-20.66,0.1104,2737.9
495009,564,-21.00,-20.67,0.1090,2742.9
495799,565,-21.00,-20.67,0.1076,2748.0
496801,566,-21.00,-20.67,0.1058,2753.5
497585,567,-21.00,-20.68,0.1043,2757.3
498469,568,-21.00,-20.68,0.1028,2762.6
499373,569,-21.00,-20.68,0.1011,2768.1
500220,570,-21.00,-20.69,0.1000,2773.2
501009,571,-21.00,-20.69,0.1000,2778.1
501858,572,-21.00,-20.69,0.1000,2783.3
502615,573,-21.00,-20.70,0.1000,2787.8
503376,574,-21.00,-20.70,0.1000,2792.1
504227,575,-21.00,-20.70,0.1000,2797.1
505044,576,-21.00,-20.71,0.1000,2802.1
505922,577,-21.00,-20.72,0.1000,2807.4
506814,578,-20.00,-20.71,0.1000,2813.0
507591,579,-21.00,-20.72,0.1000,2817.5
508377,580,-21.00,-20.73,0.1000,2822.2
509192,581,-21.00,-20.73,0.1000,2827.0
510043,582,-21.00,-20.73,0.1000,2832.1
510800,583,-21.00,-20.74,0.1000,2836.7
511560,584,-21.00,-20.74,0.1000,2841.5
512321,585,-21.00,-20.75,0.1000,2846.2
513265,586,-21.00,-20.75,0.1000,2851.7
514116,587,-21.00,-20.75,0.1000,2856.4
514907,588,-21.00,-20.75,0.1000,2861.3
515695,589,-21.00,-20.75,0.1000,2866.1
516452,590,-21.00,-20.76,0.1000,2870.8
517237,591,-21.00,-20.76,0.1000,2875.4
518016,592,-21.00,-20.77,0.1000,2879.8
518802,593,-21.00,-20.77,0.1000,2884.5
519592,594,-21.00,-20.77,0.1000,2889.6
520355,595,-21.00,-20.77,0.1000,2894.3
521112,596,-21.00,-20.77,0.1000,2899.1
521935,597,-21.00,-20.78,0.1000,2904.1
522695,598,-21.00,-20.78,0.1000,2908.6
523517,599,-21.00,-20.78,0.1000,2913.6
524277,600,-21.00,-20.78,0.1000,2918.3
525036,601,-21.00,-20.79,0.1000,2923.1
525792,602,-21.00,-20.80,0.1000,2927.7
526630,603,-20.00,-20.79,0.1000,2932.9
527567,604,-21.00,-20.80,0.1000,2938.6
528356,605,-21.00,-20.80,0.1000,2943.7
529175,606,-21.00,-20.80,0.1000,2949.0
530026,607,-21.00,-20.80,0.1000,2954.6
530817,608,-21.00,-20.80,0.1000,2959.2
531636,609,-21.00,-20.80,0.1000,2964.5
532398,610,-21.00,-20.80,0.1000,2969.1
533302,611,-21.00,-20.80,0.1000,2974.9
534058,612,-21.00,-20.80,0.1000,2979.6
534878,613,-21.00,-20.80,0.1000,2984.5
535667,614,-21.00,-20.80,0.1000,2989.2
536491,615,-21.00,-20.80,0.1000,2994.4
537279,616,-21.00,-20.80,0.1000,2999.4
538054,617,-21.00,-20.80,0.1000,3004.2
538921,618,-20.00,-20.80,0.1000,3009.6
539741,619,-21.00,-20.83,0.1000,3014.9
540515,620,-21.00,-20.83,0.1000,3019.6
541306,621,-21.00,-20.83,0.1000,3024.7
542064,622,-21.00,-20.84,0.1000,3029.5
542825,623,-21.00,-20.84,0.1000,3034.3
543705,624,-21.00,-20.84,0.1000,3039.9
544526,625,-21.00,-20.84,0.1000,3045.0
545349,626,-21.00,-20.84,0.1000,3049.8
546244,627,-20.00,-20.84,0.1000,3055.8
547064,628,-21.00,-20.84,0.1000,3061.0
547963,629,-20.00,-20.83,0.1000,3066.6
548787,630,-21.00,-20.83,0.1000,3071.6
549632,631,-21.00,-20.83,0.1000,3076.8
550394,632,-21.00,-20.83,0.1000,3081.8
551292,633,-21.00,-20.83,0.1000,3087.1
552049,634,-21.00,-20.84,0.1000,3091.7
552893,635,-21.00,-20.85,0.1000,3096.9
553677,636,-21.00,-20.86,0.1000,3101.7
554493,637,-21.00,-20.87,0.1000,3107.0
555250,638,-21.00,-20.88,0.1000,3111.6
556074,639,-21.00,-20.88,0.1000,3116.6
556861,640,-21.00,-20.88,0.1000,3121.6
557618,641,-21.00,-20.89,0.1000,3126.4
558436,642,-21.00,-20.90,0.1000,3131.6
559222,643,-21.00,-20.91,0.1000,3136.4
560062,644,-20.00,-20.91,0.1000,3141.4
560901,645,-20.00,-20.90,0.1000,3146.5
561723,646,-21.00,-20.90,0.1000,3151.7
562601,647,-21.00,-20.90,0.1000,3157.2
563479,648,-21.00,-20.90,0.1000,3162.7
564236,649,-21.00,-20.91,0.1000,3167.4
565021,650,-21.00,-20.91,0.1000,3172.4
565777,651,-21.00,-20.91,0.1000,3177.0
566711,652,-21.00,-20.91,0.1000,3183.1
567530,653,-21.00,-20.92,0.1000,3188.5
568401,654,-21.00,-20.92,0.1000,3193.8
569284,655,-21.00,-20.92,0.1000,3199.5
570046,656,-21.00,-20.92,0.1000,3204.4
570832,657,-21.00,-20.92,0.1000,3209.2
571589,658,-21.00,-20.93,0.1000,3213.7
572346,659,-21.00,-20.93,0.1000,3218.1
573167,660,-21.00,-20.93,0.1000,3223.3
574117,661,-20.00,-20.92,0.1000,3229.2
574936,662,-21.00,-20.92,0.1000,3234.5
575775,663,-20.00,-20.91,0.1000,3239.5
576588,664,-21.00,-20.91,0.1000,3244.7
577407,665,-21.00,-20.91,0.1000,3250.0
578240,666,-20.00,-20.90,0.1000,3255.5
578998,667,-21.00,-20.90,0.1000,3260.3
579845,668,-21.00,-20.90,0.1000,3265.5
580722,669,-21.00,-20.90,0.1000,3270.9
581561,670,-21.00,-20.90,0.1000,3276.2
582351,671,-21.00,-20.90,0.1000,3281.2
583135,672,-21.00,-20.90,0.1000,3286.2
583958,673,-21.00,-20.90,0.1000,3291.4
584919,674,-20.00,-20.89,0.1000,3297.4
585770,675,-21.00,-20.89,0.1000,3302.9
586591,676,-21.00,-20.89,0.1000,3308.3
587412,677,-21.00,-20.89,0.1000,3313.2
588247,678,-20.00,-20.89,0.1000,3318.6
589069,679,-21.00,-20.89,0.1000,3323.8
589827,680,-21.00,-20.89,0.1000,3328.6
590616,681,-21.00,-20.89,0.1000,3333.6
591406,682,-21.00,-20.89,0.1000,3338.4
592253,683,-21.00,-20.89,0.1000,3343.6
593014,684,-21.00,-20.89,0.1000,3348.2
593892,685,-21.00,-20.89,0.1000,3353.4
594679,686,-21.00,-20.89,0.1000,3358.4
595499,687,-21.00,-20.89,0.1000,3363.4
596290,688,-21.00,-20.89,0.1000,3368.5
597112,689,-21.00,-20.89,0.1000,3373.6
597902,690,-21.00,-20.89,0.1000,3378.6
598664,691,-21.00,-20.89,0.1000,3383.2
599511,692,-21.00,-20.89,0.1000,3388.2
600333,693,-21.00,-20.89,0.1000,3393.2
601214,694,-21.00,-20.89,0.1000,3398.8
602033,695,-21.00,-20.89,0.1000,3404.1
602881,696,-21.00,-20.89,0.1000,3409.6
603672,697,-21.00,-20.89,0.1000,3414.6
604502,698,-20.00,-20.88,0.1000,3419.6
605338,699,-20.00,-20.87,0.1000,3424.7
606158,700,-21.00,-20.87,0.1000,3429.8
607040,701,-21.00,-20.87,0.1000,3435.4
607877,702,-20.00,-20.86,0.1000,3440.7
608634,703,-21.00,-20.87,0.1000,3444.9
609391,704,-21.00,-20.87,0.1000,3449.7
610181,705,-21.00,-20.87,0.1000,3454.5
610944,706,-21.00,-20.87,0.1000,3459.1
611763,707,-21.00,-20.87,0.1000,3463.5
612579,708,-21.00,-20.87,0.1000,3466.0
613396,709,-21.00,-20.87,0.1000,3468.7
614247,710,-21.00,-20.87,0.1000,3471.2
615033,711,-21.00,-20.87,0.1000,3473.6
615808,712,-21.00,-20.87,0.1000,3475.9
616724,713,-20.00,-20.86,0.1000,3478.6
617664,714,-19.00,-20.84,0.1000,3481.3
618487,715,-21.00,-20.84,0.1000,3483.7
619374,716,-20.00,-20.83,0.1000,3486.3
620222,717,-21.00,-20.83,0.1000,3488.7
621010,718,-21.00,-20.84,0.1000,3491.0
621766,719,-21.00,-20.84,0.1000,3493.1
622524,720,-21.00,-20.84,0.1000,3495.2
623405,721,-21.00,-20.84,0.1000,3497.9
624346,722,-20.00,-20.83,0.1000,3500.6
625109,723,-21.00,-20.83,0.1000,3502.8
625993,724,-20.00,-20.82,0.1000,3505.4
626821,725,-21.00,-20.82,0.1000,3507.7
627598,726,-21.00,-20.82,0.1000,3510.0
628358,727,-21.00,-20.83,0.1000,3512.2
629145,728,-21.00,-20.83,0.1000,3514.4
629980,729,-21.00,-20.84,0.1000,3516.7
630972,730,-20.00,-20.83,0.1000,3519.6
631734,731,-21.00,-20.83,0.1000,3521.9
632616,732,-21.00,-20.83,0.1000,3524.5
633456,733,-21.00,-20.83,0.1000,3527.2
634236,734,-21.00,-20.83,0.1000,3529.6
635026,735,-21.00,-20.83,0.1000,3532.0
635787,736,-21.00,-20.83,0.1000,3534.2
636709,737,-20.00,-20.82,0.1000,3537.2
637530,738,-21.00,-20.82,0.1000,3539.7
638438,739,-21.00,-20.82,0.1000,3542.5
639262,740,-21.00,-20.82,0.1000,3544.9
640098,741,-20.00,-20.81,0.1000,3547.3
640978,742,-21.00,-20.81,0.1000,3549.9
641736,743,-21.00,-20.81,0.1000,3552.0
642520,744,-21.00,-20.82,0.1000,3554.3
643304,745,-21.00,-20.83,0.1000,3556.5
644065,746,-21.00,-20.83,0.1000,3558.7
644962,747,-21.00,-20.83,0.1000,3561.3
645840,748,-21.00,-20.83,0.1000,3563.9
646659,749,-21.00,-20.83,0.1000,3566.2
647507,750,-21.00,-20.83,0.1000,3568.7
648265,751,-21.00,-20.83,0.1000,3571.5
649080,752,-21.00,-20.83,0.1000,3573.9
649902,753,-21.00,-20.83,0.1000,3576.3
650686,754,-21.00,-20.83,0.1000,3578.6
651448,755,-21.00,-20.83,0.1000,3580.9
652237,756,-21.00,-20.83,0.1000,3583.2
653026,757,-21.00,-20.83,0.1000,3585.5
653968,758,-20.00,-20.82,0.1000,3588.2
654787,759,-21.00,-20.82,0.1000,3590.5
655545,760,-21.00,-20.82,0.1000,3592.6
656331,761,-21.00,-20.83,0.1000,3594.9
657094,762,-21.00,-20.83,0.1000,3597.4
657853,763,-21.00,-20.84,0.1000,3599.7
658644,764,-21.00,-20.84,0.1000,3602.0
659489,765,-21.00,-20.84,0.1000,3604.5
660393,766,-20.00,-20.84,0.1000,3607.1
661154,767,-21.00,-20.84,0.1000,3609.4
661976,768,-21.00,-20.84,0.1000,3611.7
662792,769,-21.00,-20.84,0.1000,3614.2
663598,770,-21.00,-20.84,0.1000,3616.8
664587,771,-20.00,-20.83,0.1000,3619.8
665346,772,-21.00,-20.83,0.1000,3622.0
666106,773,-21.00,-20.83,0.1000,3624.3
666867,774,-21.00,-20.84,0.1000,3626.6
667685,775,-21.00,-20.84,0.1000,3629.0
668590,776,-21.00,-20.84,0.1000,3631.7
669349,777,-21.00,-20.84,0.1000,3633.9
670287,778,-21.00,-20.85,0.1000,3636.6
671193,779,-21.00,-20.85,0.1000,3639.4
671949,780,-21.00,-20.85,0.1000,3641.7
672728,781,-21.00,-20.85,0.1000,3644.1
673669,782,-21.00,-20.85,0.1000,3646.9
674428,783,-21.00,-20.85,0.1000,3649.2
675245,784,-21.00,-20.85,0.1000,3651.6
676005,785,-21.00,-20.85,0.1000,3653.9
676884,786,-21.00,-20.85,0.1000,3656.7
677670,787,-21.00,-20.85,0.1000,3659.1
678433,788,-21.00,-20.85,0.1000,3661.4
679334,789,-20.00,-20.84,0.1000,3664.0
680164,790,-20.00,-20.83,0.1000,3666.4
680980,791,-21.00,-20.83,0.1000,3668.9
681770,792,-21.00,-20.83,0.1000,3671.2
682671,793,-20.00,-20.82,0.1000,3673.8
683502,794,-20.00,-20.81,0.1000,3676.1
684287,795,-21.00,-20.81,0.1000,3678.4
685104,796,-21.00,-20.81,0.1000,3680.8
685920,797,-21.00,-20.81,0.1000,3683.2
686756,798,-20.00,-20.81,0.1000,3685.7
687710,799,-20.00,-20.81,0.1000,3688.5
688496,800,-21.00,-20.81,0.1000,3690.8
689253,801,-21.00,-20.81,0.1000,3693.1
690070,802,-21.00,-20.82,0.1000,3695.4
690947,803,-21.00,-20.82,0.1000,3698.1
691733,804,-21.00,-20.82,0.1000,3700.4
692493,805,-21.00,-20.82,0.1000,3702.7
693313,806,-21.00,-20.82,0.1000,3705.1
694233,807,-20.00,-20.81,0.1000,3707.7
695171,808,-21.00,-20.81,0.1000,3710.7
695961,809,-21.00,-20.81,0.1000,3713.1
696784,810,-21.00,-20.81,0.1000,3715.7
697666,811,-21.00,-20.81,0.1000,3718.6
698575,812,-21.00,-20.81,0.1000,3721.3
699366,813,-21.00,-20.82,0.1000,3723.7
700207,814,-20.00,-20.83,0.1000,3726.1
701028,815,-21.00,-20.83,0.1000,3728.6
701860,816,-20.00,-20.83,0.1000,3731.0
702745,817,-20.00,-20.82,0.1000,3733.5
703583,818,-20.00,-20.81,0.1000,3735.9
704429,819,-21.00,-20.81,0.1000,3738.3
705189,820,-21.00,-20.81,0.1000,3740.6
705969,821,-21.00,-20.81,0.1000,3743.0
706833,822,-20.00,-20.81,0.1000,3745.6
707622,823,-21.00,-20.81,0.1000,3747.9
708380,824,-21.00,-20.82,0.1000,3750.0
709168,825,-21.00,-20.82,0.1000,3752.4
709929,826,-21.00,-20.82,0.1000,3754.6
710808,827,-21.00,-20.82,0.1000,3757.4
711631,828,-21.00,-20.82,0.1000,3759.7
712392,829,-21.00,-20.82,0.1000,3761.9
713149,830,-21.00,-20.83,0.1000,3764.1
713968,831,-21.00,-20.83,0.1000,3766.6
714757,832,-21.00,-20.83,0.1000,3768.9
715699,833,-21.00,-20.83,0.1000,3771.6
716488,834,-21.00,-20.83,0.1000,3774.2
717275,835,-21.00,-20.83,0.1000,3776.8
718124,836,-21.00,-20.83,0.1000,3779.4
719002,837,-21.00,-20.84,0.1000,3782.1
719764,838,-21.00,-20.84,0.1000,3784.3
720520,839,-21.00,-20.84,0.1000,3786.5
721308,840,-21.00,-20.84,0.1000,3788.8
722066,841,-21.00,-20.85,0.1000,3791.0
722902,842,-20.00,-20.84,0.1000,3793.4
723663,843,-21.00,-20.84,0.1000,3795.6
724482,844,-21.00,-20.84,0.1000,3798.0
725238,845,-21.00,-20.84,0.1000,3800.2
726025,846,-21.00,-20.84,0.1000,3802.5
726813,847,-21.00,-20.84,0.1000,3804.9
727576,848,-21.00,-20.84,0.1000,3807.1
728333,849,-21.00,-20.84,0.1000,3809.4
729169,850,-21.00,-20.84,0.1000,3811.9
730028,851,-20.00,-20.83,0.1000,3814.5
730844,852,-21.00,-20.83,0.1000,3816.9
731628,853,-21.00,-20.83,0.1000,3819.1
732572,854,-20.00,-20.82,0.1000,3821.8
733330,855,-21.00,-20.82,0.1000,3824.0
734146,856,-21.00,-20.82,0.1000,3826.4
734993,857,-21.00,-20.82,0.1000,3828.8
735843,858,-21.00,-20.83,0.1000,3831.5
736633,859,-21.00,-20.83,0.1000,3833.8
737457,860,-21.00,-20.83,0.1000,3836.5
738271,861,-21.00,-20.83,0.1000,3839.2
739122,862,-21.00,-20.83,0.1000,3841.8
739882,863,-21.00,-20.83,0.1000,3844.0
740638,864,-21.00,-20.83,0.1000,3846.2
741424,865,-21.00,-20.83,0.1000,3848.5
742332,866,-21.00,-20.84,0.1000,3851.2
743088,867,-21.00,-20.84,0.1000,3853.4
743968,868,-21.00,-20.84,0.1000,3856.0
744817,869,-21.00,-20.84,0.1000,3858.5
745580,870,-21.00,-20.84,0.1000,3860.8
746429,871,-21.00,-20.85,0.1000,3863.3
747311,872,-21.00,-20.85,0.1000,3865.9
748068,873,-21.00,-20.85,0.1000,3868.1
748852,874,-21.00,-20.85,0.1000,3870.4
749671,875,-21.00,-20.85,0.1000,3872.9
750540,876,-21.00,-20.85,0.1000,3875.4
751301,877,-21.00,-20.85,0.1000,3877.5
752121,878,-21.00,-20.85,0.1000,3879.9
752877,879,-21.00,-20.85,0.1000,3882.0
753634,880,-21.00,-20.85,0.1000,3884.2
754424,881,-21.00,-20.85,0.1000,3886.6
755184,882,-21.00,-20.85,0.1000,3888.8
755942,883,-21.00,-20.85,0.1000,3890.9
756759,884,-21.00,-20.85,0.1000,3893.3
757544,885,-21.00,-20.85,0.1000,3896.0
758300,886,-21.00,-20.85,0.1000,3898.5
759059,887,-21.00,-20.85,0.1000,3900.7
759862,888,-21.00,-20.85,0.1000,3903.2
760680,889,-21.00,-20.86,0.1000,3905.6
761558,890,-20.00,-20.86,0.1000,3908.1
762348,891,-21.00,-20.86,0.1000,3910.6
763166,892,-21.00,-20.86,0.1000,3912.9
763954,893,-21.00,-20.87,0.1000,3915.2
764775,894,-21.00,-20.88,0.1000,3917.6
765746,895,-19.00,-20.86,0.1000,3920.4
766533,896,-21.00,-20.86,0.1000,3922.7
767367,897,-20.00,-20.85,0.1000,3925.1
768190,898,-21.00,-20.86,0.1000,3927.5
769036,899,-21.00,-20.87,0.1000,3930.0
769885,900,-21.00,-20.87,0.1000,3932.5
770710,901,-21.00,-20.87,0.1000,3935.0
771590,902,-21.00,-20.87,0.1000,3937.6
772440,903,-21.00,-20.87,0.1000,3940.1
773318,904,-21.00,-20.87,0.1000,3942.7
774137,905,-21.00,-20.87,0.1000,3945.1
774896,906,-21.00,-20.87,0.1000,3947.4
775806,907,-21.00,-20.88,0.1000,3950.0
776628,908,-21.00,-20.88,0.1000,3952.5
777508,909,-20.00,-20.87,0.1000,3955.1
778324,910,-21.00,-20.87,0.1000,3957.6
779082,911,-21.00,-20.87,0.1000,3959.9
779964,912,-21.00,-20.87,0.1000,3962.6
780831,913,-21.00,-20.87,0.1000,3965.2
781672,914,-20.00,-20.87,0.1000,3967.6
782463,915,-21.00,-20.87,0.1000,3969.9
783285,916,-21.00,-20.88,0.1000,3972.3
784069,917,-21.00,-20.89,0.1000,3974.5
784827,918,-21.00,-20.90,0.1000,3976.7
785722,919,-20.00,-20.89,0.1000,3979.3
786507,920,-21.00,-20.89,0.1000,3981.7
787324,921,-21.00,-20.89,0.1000,3984.3
788083,922,-21.00,-20.90,0.1000,3986.5
788869,923,-21.00,-20.90,0.1000,3988.8
789689,924,-21.00,-20.90,0.1000,3991.2
790450,925,-21.00,-20.90,0.1000,3993.4
791268,926,-21.00,-20.90,0.1000,3995.8
792053,927,-21.00,-20.90,0.1000,3998.1
792837,928,-21.00,-20.90,0.1000,4000.4
793670,929,-20.00,-20.89,0.1000,4002.8
794487,930,-21.00,-20.89,0.1000,4005.2
795370,931,-21.00,-20.89,0.1000,4007.9
796185,932,-21.00,-20.89,0.1000,4010.3
797006,933,-21.00,-20.89,0.1000,4012.7
797766,934,-21.00,-20.89,0.1000,4015.1
798528,935,-21.00,-20.89,0.1000,4017.7
799288,936,-21.00,-20.89,0.1000,4020.0
800079,937,-21.00,-20.89,0.1000,4022.4
800863,938,-21.00,-20.89,0.1000,4024.8
801653,939,-21.00,-20.89,0.1000,4027.1
802439,940,-21.00,-20.89,0.1000,4029.4
803228,941,-21.00,-20.89,0.1000,4031.7
804014,942,-21.00,-20.90,0.1000,4034.0
804802,943,-21.00,-20.90,0.1000,4036.2
805618,944,-21.00,-20.90,0.1000,4038.6
806402,945,-21.00,-20.90,0.1000,4040.9
807162,946,-21.00,-20.90,0.1000,4043.2
807921,947,-21.00,-20.90,0.1000,4045.5
808801,948,-21.00,-20.90,0.1000,4048.0
809680,949,-21.00,-20.90,0.1000,4050.6
810503,950,-21.00,-20.90,0.1000,4053.0
811259,951,-21.00,-20.91,0.1000,4055.4
812081,952,-21.00,-20.91,0.1000,4057.9
812915,953,-20.00,-20.90,0.1000,4060.6
813671,954,-21.00,-20.91,0.1000,4062.9
814434,955,-21.00,-20.91,0.1000,4065.1
815222,956,-21.00,-20.91,0.1000,4067.6
816098,957,-21.00,-20.91,0.1000,4070.2
816883,958,-21.00,-20.91,0.1000,4072.5
817640,959,-21.00,-20.91,0.1000,4074.7
818550,960,-21.00,-20.91,0.1000,4077.7
819370,961,-21.00,-20.91,0.1000,4080.2
820274,962,-21.00,-20.91,0.1000,4083.0
821064,963,-21.00,-20.91,0.1000,4085.3
821955,964,-20.00,-20.90,0.1000,4087.9
822763,965,-21.00,-20.90,0.1000,4090.3
823584,966,-21.00,-20.90,0.1000,4092.6
824342,967,-21.00,-20.90,0.1000,4094.8
825160,968,-21.00,-20.90,0.1000,4097.2
825918,969,-21.00,-20.90,0.1000,4099.4
826763,970,-21.00,-20.90,0.1000,4101.9
827542,971,-21.00,-20.90,0.1000,4104.3
828449,972,-21.00,-20.90,0.1000,4106.9
829207,973,-21.00,-20.90,0.1000,4109.1
829963,974,-21.00,-20.90,0.1000,4111.3
830725,975,-21.00,-20.90,0.1000,4113.5
831481,976,-21.00,-20.90,0.1000,4115.7
832243,977,-21.00,-20.90,0.1000,4117.9
833072,978,-20.00,-20.89,0.1000,4120.5
833891,979,-21.00,-20.89,0.1000,4122.9
834679,980,-21.00,-20.89,0.1000,4125.1
835516,981,-20.00,-20.88,0.1000,4127.7
836275,982,-21.00,-20.88,0.1000,4129.9
837127,983,-21.00,-20.88,0.1000,4132.4
838026,984,-20.00,-20.87,0.1000,4135.1
838910,985,-21.00,-20.87,0.1000,4137.8
839743,986,-20.00,-20.86,0.1000,4140.3
840559,987,-21.00,-20.86,0.1000,4142.8
841396,988,-20.00,-20.85,0.1000,4145.2
842214,989,-21.00,-20.85,0.1000,4147.7
842971,990,-21.00,-20.86,0.1000,4150.0
843761,991,-21.00,-20.86,0.1000,4152.4
844638,992,-21.00,-20.86,0.1000,4154.9
845427,993,-21.00,-20.86,0.1000,4157.2
846249,994,-21.00,-20.86,0.1000,4159.6
847127,995,-21.00,-20.88,0.1000,4162.2
847888,996,-21.00,-20.88,0.1000,4164.5
848707,997,-21.00,-20.89,0.1000,4166.9
849497,998,-21.00,-20.89,0.1000,4169.2
850257,999,-21.00,-20.89,0.1000,4171.4
851160,1000,-21.00,-20.89,0.1000,4174.0
851946,1001,-21.00,-20.89,0.1000,4176.4
852704,1002,-21.00,-20.89,0.1000,4178.6
853534,1003,-20.00,-20.88,0.1000,4181.0
854353,1004,-21.00,-20.88,0.1000,4183.4
855114,1005,-21.00,-20.88,0.1000,4185.6
855901,1006,-21.00,-20.88,0.1000,4187.9
856739,1007,-20.00,-20.87,0.1000,4191.1
857496,1008,-21.00,-20.87,0.1000,4193.4
858255,1009,-21.00,-20.88,0.1000,4195.9
859044,1010,-21.00,-20.88,0.1000,4198.3
859864,1011,-21.00,-20.88,0.1000,4200.9
860700,1012,-20.00,-20.87,0.1000,4203.3
861462,1013,-21.00,-20.87,0.1000,4205.6
862278,1014,-21.00,-20.88,0.1000,4208.0
863096,1015,-21.00,-20.88,0.1000,4210.4
863943,1016,-21.00,-20.88,0.1000,4212.9
864764,1017,-21.00,-20.88,0.1000,4215.3
865522,1018,-21.00,-20.88,0.1000,4217.4
866342,1019,-21.00,-20.89,0.1000,4219.8
867178,1020,-20.00,-20.88,0.1000,4222.3
868086,1021,-21.00,-20.88,0.1000,4225.0
868844,1022,-21.00,-20.88,0.1000,4227.3
869664,1023,-21.00,-20.88,0.1000,4229.7
870650,1024,-20.00,-20.87,0.1000,4232.6
871434,1025,-21.00,-20.87,0.1000,4234.8
872274,1026,-20.00,-20.86,0.1000,4237.6
873093,1027,-21.00,-20.86,0.1000,4240.0
873929,1028,-20.00,-20.85,0.1000,4242.5
874715,1029,-21.00,-20.86,0.1000,4244.8
875659,1030,-21.00,-20.86,0.1000,4247.6
876450,1031,-21.00,-20.86,0.1000,4250.3
877268,1032,-21.00,-20.86,0.1000,4252.7
878121,1033,-21.00,-20.86,0.1000,4255.3
878906,1034,-21.00,-20.86,0.1000,4257.8
879724,1035,-21.00,-20.86,0.1000,4260.4
880544,1036,-21.00,-20.86,0.1000,4262.8
881361,1037,-21.00,-20.86,0.1000,4265.2
882150,1038,-21.00,-20.86,0.1000,4267.5
882911,1039,-21.00,-20.86,0.1000,4269.7
883724,1040,-21.00,-20.86,0.1000,4272.1
884560,1041,-20.00,-20.85,0.1000,4274.5
885382,1042,-21.00,-20.85,0.1000,4276.9
886346,1043,-21.00,-20.85,0.1000,4279.8
887197,1044,-21.00,-20.85,0.1000,4282.3
887978,1045,-21.00,-20.85,0.1000,4284.6
888765,1046,-21.00,-20.85,0.1000,4286.9
889605,1047,-20.00,-20.84,0.1000,4289.3
890366,1048,-21.00,-20.84,0.1000,4291.6
891213,1049,-21.00,-20.84,0.1000,4294.0
891976,1050,-21.00,-20.84,0.1000,4296.3
892739,1051,-21.00,-20.84,0.1000,4298.6
893696,1052,-20.00,-20.83,0.1000,4301.4
894655,1053,-20.00,-20.83,0.1000,4304.2
895416,1054,-21.00,-20.83,0.1000,4306.4
896204,1055,-21.00,-20.83,0.1000,4308.6
896994,1056,-21.00,-20.83,0.1000,4311.0
897757,1057,-21.00,-20.83,0.1000,4313.1
898569,1058,-21.00,-20.83,0.1000,4316.0
899385,1059,-21.00,-20.83,0.1000,4318.6
900145,1060,-21.00,-20.83,0.1000,4320.8
900905,1061,-21.00,-20.83,0.1000,4323.2
901661,1062,-21.00,-20.83,0.1000,4325.5
902506,1063,-21.00,-20.83,0.1000,4328.0
903432,1064,-20.00,-20.83,0.1000,4330.6
904431,1065,-21.00,-20.83,0.1000,4333.5
905243,1066,-21.00,-20.83,0.1000,4335.8
906006,1067,-21.00,-20.83,0.1000,4338.0
906792,1068,-21.00,-20.83,0.1000,4340.4
907688,1069,-20.00,-20.82,0.1000,4343.2
908535,1070,-21.00,-20.82,0.1000,4345.7
909320,1071,-21.00,-20.82,0.1000,4348.1
910107,1072,-21.00,-20.82,0.1000,4350.4
910946,1073,-20.00,-20.81,0.1000,4352.9
911767,1074,-21.00,-20.81,0.1000,4355.5
912523,1075,-21.00,-20.81,0.1000,4357.7
913282,1076,-21.00,-20.81,0.1000,4360.1
914322,1077,-19.00,-20.79,0.1000,4363.2
915106,1078,-21.00,-20.80,0.1000,4365.5
915892,1079,-21.00,-20.80,0.1000,4367.9
916723,1080,-20.00,-20.79,0.1000,4370.4
917541,1081,-21.00,-20.80,0.1000,4372.8
918330,1082,-21.00,-20.80,0.1000,4375.3
919166,1083,-20.00,-20.79,0.1000,4377.8
920003,1084,-20.00,-20.79,0.1000,4380.3
920848,1085,-21.00,-20.79,0.1000,4382.8
921732,1086,-21.00,-20.80,0.1000,4385.4
922548,1087,-21.00,-20.80,0.1000,4387.8
923456,1088,-21.00,-20.81,0.1000,4390.5
924272,1089,-21.00,-20.81,0.1000,4392.8
925093,1090,-21.00,-20.81,0.1000,4395.2
926286,1091,-20.00,-20.80,0.1000,4398.7
927043,1092,-21.00,-20.80,0.1000,4401.0
927803,1093,-21.00,-20.80,0.1000,4403.1
928721,1094,-20.00,-20.79,0.1000,4405.8
929560,1095,-20.00,-20.78,0.1000,4408.2
930349,1096,-21.00,-20.78,0.1000,4410.5
931107,1097,-21.00,-20.78,0.1000,4412.7
931868,1098,-21.00,-20.78,0.1000,4415.0
932765,1099,-20.00,-20.77,0.1000,4417.6
933522,1100,-21.00,-20.77,0.1000,4419.9
934340,1101,-21.00,-20.77,0.1000,4422.3
935161,1102,-21.00,-20.77,0.1000,4424.7
935918,1103,-21.00,-20.78,0.1000,4426.8
936725,1104,-21.00,-20.78,0.1000,4429.2
937486,1105,-21.00,-20.78,0.1000,4431.3
938318,1106,-20.00,-20.77,0.1000,4433.7
939139,1107,-21.00,-20.78,0.1000,4436.6
939898,1108,-21.00,-20.78,0.1000,4438.9
940659,1109,-21.00,-20.78,0.1000,4441.1
941494,1110,-20.00,-20.77,0.1000,4443.7
942284,1111,-21.00,-20.77,0.1000,4446.1
943072,1112,-21.00,-20.78,0.1000,4448.4
943861,1113,-21.00,-20.78,0.1000,4450.7
